nombre_registro_creador,id_persona,nombres_persona,apellidos_persona,seudonimo_persona,otros_nombres,ano_nacimiento,ano_muerte,sexo,nacionalidad,pais_nacimiento,ciudad_nacimiento,ocupaciones,id_img__persona_fk,obra_en_coleccion_MTL,url_wikipedia_persona,observaciones_personas,,tipo_creador
Sefa Ferré,265,Sefa,Ferré,,,,,,España,,,artista,,1,,,,
Saúl Huerta,266,Saúl,Huerta,,,,,,Venezuela,,,artista,,1,,,,
Saúl Steinberg,267,Saúl,Steinberg,,,,,,Estados Unidos,,,artista,,1,,,,
Santiago Martínez Delgado,268,Santiago,Martínez Delgado,,,,,,Colombia,,,artista,,1,,,,
Santiago Uribe Holguín,269,Santiago,Uribe Holguín,,,,,,Colombia,,,artista,,1,,,,
Samy Benmayor,270,Samy,Benmayor,,,,,,Chile,,,artista,,1,,,,
Samuel Antupit,271,Samuel,Antupit,,,,,,Estados Unidos,,,artista,,1,,,,
Samuel Montealegre,272,Samuel,Montealegre,,,,,,Colombia,,,artista,,1,,,,
Sam Francis,273,Sam,Francis,,,,,,Estados Unidos,,,artista,,1,,,,
Ruben Nuñez,274,Ruben,Nuñez,,,,,,Venezuela,,,artista,,1,,,,
Roy Lichtenstein,275,Roy,Lichtenstein,,,,,,Estados Unidos,,,artista,,1,,,,
Rosa Tavárez,276,Rosa,Tavárez,,,,,,Rep. Dominicana,,,artista,,1,,,,
Ronald Duncan,277,Ronald,Duncan,,,,,,Estados Unidos,,,artista,,1,,,,
Rómulo Rozo,278,Rómulo,Rozo,,,,,,Colombia,,,artista,,1,,,,
Rolando Paiva,279,Rolando,Paiva,,,,,,Paraguay,,,artista,,1,,,,
Rodolfo Arico,280,Rodolfo,Arico,,,,,,Italia,,,artista,,1,,,,
Rodolfo Bernal,281,Rodolfo,Bernal,,,,,,Colombia,,,artista,,1,,,,
Rodolfo Nieto,282,Rodolfo,Nieto,,,,,,México,,,artista,,1,,,,
Rodolfo Sánchez,283,Rodolfo,Sánchez,,,,,,Colombia,,,artista,,1,,,,
Roberto Aizenberg,284,Roberto,Aizenberg,,,,,,Argentina,,,artista,,1,,,,
Roberto Angulo,285,Roberto,Angulo,,,,,,Colombia,,,artista,,1,,,,
Roberto Cabrera,286,Roberto,Cabrera,,,,,,Guatemala,,,artista,,1,,,,
Roberto Donis,287,Roberto,Donis,,,,,,México,,,artista,,1,,,,
Roberto Pizano,288,Roberto,Pizano,,,,,,Colombia,,,artista,,1,,,,
Robert Indiana,289,Robert,Indiana,,,,,,Estados Unidos,,,artista,,1,,,,
Robert Motherwell,290,Robert,Motherwell,,,,,,Estados Unidos,,,artista,,1,,,,
Robert Rauschenberg,291,Robert,Rauschenberg,,,,,,Estados Unidos,,,artista,,1,,,,
Rimer Cardillo,292,Rimer,Cardillo,,,,,,Uruguay,,,artista,,1,,,,
Richard Claude Ziemann,293,Richard Claude,Ziemann,,,,,,Estados Unidos,,,artista,,1,,,,
Richard Lindner,294,Richard,Lindner,,,,,,Estados Unidos,,,artista,,1,,,,
Ricardo Borrero,295,Ricardo,Borrero,,,,,,Colombia,,,artista,,1,,,,
Ricardo Gómez Campuzano,296,Ricardo,Gómez Campuzano,,,,,,Colombia,,,artista,,1,,,,
Ricardo Mesa,297,Ricardo,Mesa,,,,,,Chile,,,artista,,1,,,,
Ricardo Potes Vargas,298,Ricardo,Potes Vargas,,,,,,Colombia,,,artista,,1,,,,
Ricardo Rocha,299,Ricardo,Rocha,,,,,,México,,,artista,,1,,,,
Ria Zurne,300,Ria,Zurne,,,,,,Holanda,,,artista,,1,,,,
Rebeca Navarro,301,Rebeca,Navarro,,,,,,Colombia,,,artista,,1,,,,
Raúl Cattelani,302,Raúl,Cattelani,,,,,,Uruguay,,,artista,,1,,,,
Raquel Forner,303,Raquel,Forner,,,,,,Argentina,,,artista,,1,,,,
Raquel Rabinovich,304,Raquel,Rabinovich,,,,,,Argentina,,,artista,,1,,,,
Rangel Gutiérrez,305,Rangel,Gutiérrez,,,,,,Colombia,,,artista,,1,,,,
Ramón Vanegas,306,Ramón,Vanegas,,,,,,Colombia,,,artista,,1,,,,
Rafael Canogar,307,Rafael,Canogar,,,,,,España,,,artista,,1,,,,
Rafael Coronel,308,Rafael,Coronel,,,,,,México,,,artista,,1,,,,
Rafael Panizza,309,Rafael,Panizza,,,,,,Colombia,,,artista,,1,,,,
Rafael Tufiño,310,Rafael,Tufiño,,,,,,Puerto Rico,,,artista,,1,,,,
Pol Mara,311,Pol,Mara,,,,,,Bélgica,,,artista,,1,,,,
Pilar Caballero,312,Pilar,Caballero,,,,,,Colombia,,,artista,,1,,,,
Pierre Aletchinsky,313,Pierre,Aletchinsky,,,,,,Bélgica,,,artista,,1,,,,
Pierre Ayot,314,Pierre,Ayot,,,,,,Canadá,,,artista,,1,,,,
Pierre Keller,315,Pierre,Keller,,,,,,Suiza,,,artista,,1,,,,
Philippe Leroy,316,Philippe,Leroy,,,,,,Colombia,,,artista,,1,,,,
Penny Bennet,317,Penny,Bennet,,,,,,España,,,artista,,1,,,,
Pedro León Zapata,318,Pedro León,Zapata,,,,,,Venezuela,,,artista,,1,,,,
Pedro Barreto,319,Pedro,Barreto,,,,,,Venezuela,,,artista,,1,,,,
Pedro Coronel,320,Pedro,Coronel,,,,,,México,,,artista,,1,,,,
Pedro Friedberg,321,Pedro,Friedeberg,,,,,,México,,,artista,,1,,,,
Patricia Bonilla,322,Patricia,Bonilla,,,1949,,F,Colombia,Colombia,Bogotá,artista,,1,,,,
Patricia Bravo,323,Patricia,Bravo,,,1966,,F,Colombia,Colombia,Medellín,artista,,1,,,,
Paige Abadi,324,Paige,Abadi,,,,,,Colombia,,,artista,,1,,,,
Pablo O'higgins,325,Pablo,O'higgins,,,,,,México,,,artista,,1,,,,
Pablo Runyan,326,Pablo,Runyan,,,,,,Panamá,,,artista,,1,,,,
Pablo Van Wong,327,Pablo,Van Wong,,,,,,Colombia,,,artista,,1,,,,
Oswaldo Guayasamín,328,Oswaldo,Guayasamín,,,,,,Ecuador,,,artista,,1,,,,
Oswaldo Subero,329,Oswaldo,Subero,,,,,,Venezuela,,,artista,,1,,,,
Oswaldo Verenzuela,330,Oswaldo,Verenzuela,,,,,,Venezuela,,,artista,,1,,,,
Oswaldo Vigas,331,Oswaldo,Vigas,,,,,,Venezuela,,,artista,,1,,,,
Óscar González Cerón,332,Óscar,González Cerón,,,,,,Colombia,,,artista,,1,,,,
Óscar Ramos,333,Óscar,Ramos,,,,,,,,,artista,,0,,,,
Óscar Smoje,334,Óscar,Smoje,,,,,,Argentina,,,artista,,1,,,,
Olga Costa,335,Olga,Costa,,,,,,México,,,artista,,1,,,,
Ofelia Rodríguez,336,Ofelia,Rodríguez,,,,,,Colombia,,,artista,,1,,,,
Odetto Guersoni,337,Odetto,Guersoni,,,,,,Brasil,,,artista,,1,,,,
Octavio Mendoza,338,Octavio,Mendoza,,,,,,Colombia,,,artista,,1,,,,
Norberto Onofrio,339,Norberto,Onofrio,,,,,,Argentina,,,artista,,1,,,,
Nja Mahdaoui,340,Nja,Mahdaoui,,,,,,Túnez,,,artista,,1,,,,
Nina Squires,341,Nina,Squires,,,,,,Trinidad,,,artista,,1,,,,
Nicolás De La Hoz,342,Nicolás,De La Hoz,,,,,,Colombia,,,artista,,1,,,,
Nerio Quintero,343,Nerio,Quintero,,,,,,Venezuela,,,artista,,1,,,,
Nelson Sambolin,344,Nelson,Sambolin,,,,,,Puerto Rico,,,artista,,1,,,,
Nelson Villalobo,345,Nelson,Villalobo,,,,,,Cuba,,,artista,,1,,,,
Ned Truss,346,Ned,Truss,,,,,,Estados Unidos,,,artista,,1,,,,
Natalia Granada,347,Natalia,Granada,,,,,,Colombia,,,artista,,1,,,,
Narciso Yepes,348,Narciso,Yepes,,,,,,,,,artista,,0,,,,
Nadín Ospina,349,Nadín,Ospina,,,1960,,M,Colombia,Colombia,Bogotá,artista,,1,,,,
Myrna Báez,350,Myrna,Báez,,,,,,Puerto Rico,,,artista,,1,,,,
Mónika Herrán,351,Mónika,Herrán,,,,,,Colombia,,,artista,,1,,,,
Mónica Meira,352,Mónica,Meira,,,,,,Colombia,,,artista,,1,,,,
Mónica Negret,353,Mónica,Negret,,,,,,Colombia,,,artista,,1,,,,
Mimo Rotella,354,Mimo,Rotella,,,,,,Italia,,,artista,,1,,,,
Milton Glaser,355,Milton,Glaser,,,,,,Estados Unidos,,,artista,,1,,,,
Milos Jonic,356,Milos,Jonic,,,,,,Francia,,,artista,,1,,,,
Miguel Ángel Reyes,357,Miguel Ángel,Reyes,,,1952,,M,Colombiana,Colombia ,Cali,artista,,1,,,,
Miguel Ángel Rios,358,Miguel Ángel,Rios,,,,,,Argentina,,,artista,,1,,,,
Miguel Cervantes,359,Miguel,Cervantes,,,,,,México,,,artista,,1,,,,
Miguel Conti,360,Miguel,Conti,,,,,,Argentina,,,artista,,1,,,,
Miguel Herrera,361,Miguel,Herrera,,,,,,Chile,,,artista,,1,,,,
Michel Leclair,362,Michel,Leclair,,,,,,Canadá,,,artista,,1,,,,
Mercedes Pardo,363,Mercedes,Pardo,,,,,,Venezuela,,,artista,,1,,,,
Melitón Rodríguez,364,Melitón,Rodríguez,,,,,,Colombia,,,artista,,1,,,,
Mauricio Bueno,365,Mauricio,Bueno,,,1939,,M,Ecuador,Ecuador,Quito,artista,,1,,,,
Mauricio Lasansky,366,Mauricio,Lasansky,,,,,,Estados Unidos,,,artista,,1,,,,
Mathias Goeritz,367,Mathias,Goeritz,,,,,,México,,,artista,,1,,,,
Mateo Manaure,368,Mateo,Manaure,,,,,,Venezuela,,,artista,,1,,,,
Massimo Vignelli,369,Massimo,Vignelli,,,,,,Estados Unidos,,,artista,,1,,,,
Masayo Andrade,370,Masayo,Andrade,,,,,,Colombia,,,artista,,1,,,,
Masaaki Sato,371,Masaaki,Sato,,,,,,Japón,,,artista,,1,,,,
Marta Lucía Villafañe,372,Marta Lucía,Villafañe,,,1954,,M,Colombia,Colombia,Roldanillo,artista,,1,,,,
Marta Elena Vélez,373,Marta Elena,Vélez,,,,,,Colombia,,,artista,,1,,,,
Marta Combariza,374,Marta,Combariza,,,,,,Colombia,,,artista,,1,,,,
Mario Carreño,375,Mario,Carreño,,,,,,Chile,,,artista,,1,,,,
Mario Gurfein,376,Mario,Gurfein,,,,,,Argentina,,,artista,,1,,,,
Mario Radice,377,Mario,Radice,,,,,,Italia,,,artista,,1,,,,
Mario Toral,378,Mario,Toral,,,,,,Chile,,,artista,,1,,,,
Mario Zabaleta,379,Mario,Zabaleta,,,,,,Colombia,,,artista,,1,,,,
Marilyn Tamkin,380,Marilyn,Tamkin,,,,,,México,,,artista,,1,,,,
Marietta Berman,381,Marietta,Berman,,,,,,Venezuela,,,artista,,1,,,,
Mariana Varela,382,Mariana,Varela,,,,,,Colombia,,,artista,,1,,,,
María Victoria Vélez,383,María Victoria,Vélez,,,,,,Colombia,,,artista,,1,,,,
María Teresa Rizzi,384,María Teresa,Rizzi,,,,,,Colombia,,,artista,,1,,,,
María José Morales,385,María José,Morales,,,,,,Colombia,,,artista,,1,,,,
María Fernanda López,386,María Fernanda,López,,,,,,Colombia,,,artista,,1,,,,
María Clara Gómez,387,María Clara,Gómez,,,,,,Colombia,,,artista,,1,,,,
María Clara Piñeyro,388,María Clara,Piñeyro,,,,,,Colombia,,,artista,,1,,,,
María Girona,389,María,Girona,,,,,,España,,,artista,,1,,,,
Margot Römer,390,Margot,Römer,,,,,,Venezuela,,,artista,,1,,,,
Marcos Gallango,391,Marcos,Gallango,,,,,,Venezuela,,,artista,,1,,,,
Marco Tobón Mejía,392,Marco,Tobón Mejía,,,,,,Colombia,,,artista,,1,,,,
Marcelo Bonevardi,393,Marcelo,Bonevardi,,,,,,Argentina,,,artista,,1,,,,
Manuel Camargo,394,Manuel,Camargo,,,,,,Colombia,,,artista,,1,,,,
Manuel Chong Neto,395,Manuel,Chong Neto,,,,,,Panamá,,,artista,,1,,,,
Manuel Espinoza,396,Manuel,Espinoza,,,,,,Venezuela,,,artista,,1,,,,
Manuel Estrada,397,Manuel,Estrada,,,,,,Colombia,,,artista,,1,,,,
Manuel Felguérez,398,Manuel,Felguérez,,,,,,México,,,artista,,1,,,,
Manuel García,399,Manuel,García,,,,,,Cuba,,,artista,,1,,,,
Man Ray,400,Man,Ray,,,,,,Estados Unidos,,,artista,,1,,,,
Luz Donoso,401,Luz,Donoso,,,,,,Chile,,,artista,,1,,,,
Luis Guillermo Botero,402,Luis Guillermo,Botero,,,,,,Colombia,,,artista,,1,,,,
Luis Fernando Escobar,403,Luis Fernando,Escobar,,,,,,Colombia,,,artista,,1,,,,
Luis Fernando Zapata,404,Luis Fernando,Zapata,,,,,,Colombia,,,artista,,1,,,,
Luis Ángel Rengifo,405,Luis Ángel,Rengifo,,,,,,Colombia,,,artista,,1,,,,
Luis Alfonso Ramírez,406,Luis Alfonso,Ramírez,,,,,,Colombia,,,artista,,1,,,,
Luis Adrián León,407,Luis Adrián,León,Canuparo,,,,,Venezuela,,,artista,,1,,,,
Luis Aguilar Ponce,408,Luis,Aguilar Ponce,,,,,,Panamá,,,artista,,1,,,,
Luis Chacón,409,Luis,Chacón,,,,,,Venezuela,,,artista,,1,,,,
Luis García Guerrero,410,Luis,García Guerrero,,,,,,México,,,artista,,1,,,,
Luis Gómez -Quirós,411,Luis,Gómez -Quirós,,,,,,Chile,,,artista,,1,,,,
Luis López Loza,412,Luis,López Loza,,,,,,México,,,artista,,1,,,,
Luis Luna,413,Luis,Luna,,,,,,Colombia,,,artista,,1,,,,
Luis Paz,414,Luis,Paz,,,,,,Colombia,,,artista,,1,,,,
Luis Roncancio,415,Luis,Roncancio,,,,,,Colombia,,,artista,,1,,,,
Luigi Veronessi,416,Luigi,Veronessi,,,,,,Italia,,,artista,,1,,,,
Lucas Céspedes,417,Lucas,Céspedes,,,,,,Perú,,,artista,,1,,,,
Louise Richter,418,Louise,Richter,,,,,,Venezuela,,,artista,,1,,,,
Louis Estremadoyro,419,Louis,Estremadoyro,,,,,,Puerto Rico,,,artista,,1,,,,
Lope Max Díaz Rivera,420,Lope Max,Díaz Rivera,,,,,,Puerto Rico,,,artista,,1,,,,
Liliana Durán,421,Liliana,Durán,,,,,,Colombia,,,artista,,1,,,,
Liliana Vergara,422,Liliana,Vergara,,,,,,Colombia,,,artista,,1,,,,
Leopoldo Novoa,423,Leopoldo,Novoa,,,,,,Uruguay,,,artista,,1,,,,
Leonora Carrington,424,Leonora,Carrington,,,,,,México,,,artista,,1,,,,
Leonor Campo De Lega,425,Leonor,Campo De Lega,,,,,,Colombia,,,artista,,1,,,,
Leonard Baskin,426,Leonard,Baskin,,Leonardo baskin,,,,Estados Unidos,,,artista,,1,,,,
León Ricaurte Miranda,427,León,Ricaurte Miranda,,,,,,Ecuador,,,artista,,1,,,,
Kenjilo Nanao,428,Kenjilo,Nanao,,,,,,Estados Unidos,,,artista,,1,,,,
Julio Augusto Zachrisson,429,Julio Augusto,Zachrisson,,,,,,Panamá,,,artista,,1,,,,
Julio Camino Sánchez,430,Julio,Camino Sánchez,,,,,,Perú,,,artista,,1,,,,
Julio Santiago,431,Julio,Santiago,,,,,,Puerto Rico,,,artista,,1,,,,
Julio Silva,432,Julio,Silva,,,,,,Argentina,,,artista,,1,,,,
Julián Posada,433,Julián,Posada,,,,,,Colombia,,,artista,,1,,,,
Juan Manuel De La Rosa,434,Juan Manuel,De La Rosa,,,,,,México,,,artista,,1,,,,
Juan Mejía,435,Juan Fernando,Mejía,,Juan Fernando Mejía,1966,,,Norteamericana,Estados Unidos,Charlottesville,artista,,1,,,,
Juan Antonio Bordalejo,436,Juan Antonio,Bordalejo,,,,,,Argentina,,,artista,,1,,,,
Juan Dal Vera,437,Juan,Dal Vera,,,,,,Panamá,,,artista,,1,,,,
Juan Fresan,438,Juan,Fresan,,,,,,Argentina,,,artista,,1,,,,
Juan Hernández Pijoan,439,Juan,Hernández Pijoan,,,,,,España,,,artista,,1,,,,
Juan Obregón,440,Juan,Obregón,,,,,,Colombia,,,artista,,1,,,,
Joseph Kosuth,441,Joseph,Kosuth,,,,,,Estados Unidos,,,artista,,1,,,,
Josep Guinovart,442,Josep,Guinovart,,,,,,España,,,artista,,1,,,,
José María Yturralde,443,José María,Yturralde,,,,,,España,,,artista,,1,,,,
José Luis Fajardo,444,José Luis,Fajardo,,,,,,España,,,artista,,1,,,,
José Guillermo Castillo,445,José Guillermo,Castillo,,,,,,Venezuela,,,artista,,1,,,,
José Clemente Orozco,446,José Clemente,Orozco,,,,,,México,,,artista,,1,,,,
José Antonio Dávila,447,José Antonio,Dávila,,,,,,Venezuela,,,artista,,1,,,,
José Antonio Suarez,448,José Antonio,Suarez,,,,,,Colombia,,,artista,,1,,,,
José Antonio Suárez Londoño,449,José Antonio,Suárez Londoño,,,,,,Colombia,,,artista,,0,,,,
José Bartoli,450,José,Bartoli,,,,,,México,,,artista,,1,,,,
José Chávez Morado,451,José,Chávez Morado,,,,,,México,,,artista,,1,,,,
José De Monmte,452,José,De Monmte,,,,,,Argentina,,,artista,,0,,,,
José Franco,453,José,Franco,,,,,,Cuba,,,artista,,1,,,,
José García Ocejo,454,José,García Ocejo,,,,,,México,,,artista,,1,,,,
José Mina,455,José,Mina,,,,,,Colombia,,,artista,,1,,,,
José Moreno,456,José,Moreno,,,,,,Chile,,,artista,,1,,,,
José Urbach,457,José,Urbach,,,,,,Colombia,,,artista,,1,,,,
Jorge Julián Aristizábal,458,Jorge Julián,Aristizábal,,Julián Aristizábal ,1962,,M,Colombia,Colombia,Medellín,artista,,2,,,,
Jorge Acero,459,Jorge,Acero,,,1968,,M,Colombia,Colombia,Medellín,artista,,1,,,,
Jorge Camacho,460,Jorge,Camacho,,,,,,Cuba,,,artista,,1,,,,
Jorge Gómez,461,Jorge,Gómez,,,,,,Colombia,,,artista,,1,,,,
Jorge González,462,Jorge,González,,,1969,,M,Colombia,Colombia ,Cereté,artista,,1,,,,
Jorge Pérez-Castaño,463,Jorge,Pérez-Castaño,,,,,,Cuba,,,artista,,1,,,,
Jordi Secall-Roure,464,Jordi,Secall-Roure,,,,,,España,,,artista,,1,,,,
Johnny Rasmussen,465,Johnny,Rasmussen,,,,,,Colombia,,,artista,,1,,,,
John Grillo,466,John,Grillo,,,,,,Estados Unidos,,,artista,,1,,,,
John Lange,467,John,Lange,,,,,,Venezuela,,,artista,,1,,,,
John Massey,468,John,Massey,,,,,,Estados Unidos,,,artista,,1,,,,
John McLaughlin,469,John,McLaughlin,,,,,,Estados Unidos,,,artista,,1,,,,
Johanna Calle,470,Johanna,Calle,,,1965,,F,Colombia,Colombia,Bogotá,artista,,1,,,,
Joaquín Ferrer,471,Joaquín,Ferrer,,,,,,Cuba,,,artista,,1,,,,
Joan Josep Tharrats,472,Joan Josep,Tharrats,,,,,,España,,,artista,,1,,,,
Jim Dine,473,Jim,Dine,,,,,,Estados Unidos,,,artista,,1,,,,
Jesús María Zamora,474,Jesús María,Zamora,,,1875,1948,M,Colombia,Colombia,Miraflores/Boyacá,artista,,1,,,,
Jesús Martínez,475,Jesús,Martínez,,,,,,México,,,artista,,1,,,,
Jean Gabriel Thénot,476,Jean Gabriel,Thénot,,,1951,,M,Frances,Francia,París,artista,,1,,,,
Javier Restrepo,477,Javier,Restrepo,,,,,,Colombia,,,artista,,1,,,,
Jan Cremer,478,Jan,Cremer,,,,,,Holanda,,,artista,,1,,,,
James Brown,479,James,Brown,,,,,,Estados Unidos,,,artista,,1,,,,
Jaime Ávila,480,Jaime,Ávila,,,1966,,M,Colombia,Colombia,Zipaquirá,artista,,1,,,,
Jaime Iregui,481,Jaime,Iregui,,,1956,,M,Colombia,Colombia,Bogotá,artista,,1,,,,
Jaime León,482,Jaime,León,,,,,,,,,artista,,0,,,,
Jaime Osorio,483,Jaime,Osorio,,,,,,Colombia,,,artista,,1,,,,
Jaime Suárez,484,Jaime,Suárez,,,1946,,M,Puerto Rico,Puerto Rico,San Juan,artista,,1,,,,
Jacques Hurtubise,485,Jacques,Hurtubise,,,,,,Canadá,,,artista,,1,,,,
Jacques Villon,486,Jacques,Villon,,,,,,Francia,,,artista,,1,,,,
Jacobo Borges,487,Jacobo,Borges,,,,,,Venezuela,,,artista,,1,,,,
Ivel Weihmuller,488,Ivel,Weihmuller,,,,,,Argentina,,,artista,,1,,,,
Ismael Martínez Guardado,489,Ismael,Martínez Guardado,,,,,,México,,,artista,,1,,,,
Ignacio Miranda,490,Ignacio,Miranda,,,,,,México,,,artista,,1,,,,
Humberto Jaimes,491,Humberto,Jaimes,,,,,,Venezuela,,,artista,,1,,,,
Hugo Arape,492,Hugo,Arape,,,,,,Venezuela,,,artista,,1,,,,
Hugo Camandona,493,Hugo,Camandona,,,,,,Perú,,,artista,,1,,,,
Hugo Cifuentes,494,Hugo,Cifuentes,,,,,,Ecuador,,,artista,,1,,,,
Homero Aguilar,495,Homero,Aguilar,,,,,,Colombia,,,artista,,1,,,,
Hervé Télémaque,496,Herve,Télémaque,,,,,,Haití,,,artista,,1,,,,
Hernando del Villar,497,Hernando,Del Villar,,,,,,Colombia,,,artista,,1,,,,
Hernando Ordóñez,498,Hernando,Ordóñez,,,,,,Colombia,,,artista,,1,,,,
Hernando Rojas,499,Hernando,Rojas,Chalo,,,,,Colombia,,,artista,,1,,,,
Hernán Zúñiga Alban,500,Hernán,Zúñiga Alban,,,,,,Ecuador,,,artista,,0,,,,
Herbert Bayer,501,Herbert,Bayer,,,,,,Estados Unidos,,,artista,,1,,,,
Henry Pearson,502,Henry,Pearson,,,,,,Estados Unidos,,,artista,,1,,,,
Helio Salcedo,503,Helio,Salcedo,,,,,,Colombia,,,artista,,1,,,,
Helga Krebs,504,Helga,Krebs,,,,,,Chile,,,artista,,1,,,,
Helen Escobedo,505,Helen,Escobedo,,,,,,México,,,artista,,1,,,,
Hector Wiesner Gracia,506,Hector,Wiesner Gracia,,,,,,Colombia,,,artista,,1,,,,
Hector Xavier,507,Hector,Xavier,,,,,,México,,,artista,,1,,,,
Harold Muñoz,508,Harold,Muñoz,,,,,,Colombia,,,artista,,1,,,,
Hans Richter,509,Hans,Richter,,,,,,Alemania,,,artista,,1,,,,
Hannes Postma,510,Hannes,Postma,,,,,,Holanda,,,artista,,1,,,,
Gustavo Vejarano,511,Gustavo,Vejarano,,,,,,Colombia,,,artista,,1,,,,
Guillermo Cuartas,512,Guillermo,Cuartas,,,,,,Colombia,,,artista,,1,,,,
Guillermo Londoño,513,Guillermo,Londoño,,,,,,Colombia,,,artista,,1,,,,
Guillermo Meza,514,Guillermo,Meza,,,,,,México,,,artista,,1,,,,
Guillermo Núñez,515,Guillermo,Núñez,,,,,,Chile,,,artista,,1,,,,
Guillermo Vélez,516,Guillermo,Vélez,,,,,,Colombia,,,artista,,1,,,,
Guillermo Wiedemann,517,Guillermo,Wiedemann,,,,,,Colombia,,,artista,,1,,,,
Guillaume Corneille,518,Guillaume,Corneille,,,,,,Bélgica,,,artista,,1,,,,
Gonzalo Ariza,519,Gonzalo,Ariza,,,,,,Colombia,,,artista,,1,,,,
Gonzalo Endara Crow,520,Gonzalo,Endara Crow,,,,,,Ecuador,,,artista,,1,,,,
Gonzalo Endara-Crow,521,Gonzalo,Endara-Crow,,,,,,Ecuador,,,artista,,1,,,,
Gloria Uribe,522,Gloria,Uribe,,,,,,Colombia,,,artista,,1,,,,
Gladys Meneses,523,Gladys,Meneses,,,,,,Venezuela,,,artista,,1,,,,
Giuliano Barbanti,524,Giuliano,Barbanti,,,,,,Italia,,,artista,,1,,,,
Giovanni Vargas,525,Giovanni,Vargas,,,1976,,M,Colombia,Colombia,Cali,artista,,1,,,,
Gio Pomodoro,526,Gio,Pomodoro,,,,,,Italia,,,artista,,1,,,,
Gina Pellón,527,Gina,Pellón,,,,,,Cuba,,,artista,,1,,,,
Gilbert Wayembergue,528,Gilbert,Wayembergue,,,,,,Holanda,,,artista,,1,,,,
Gianfanco Ferroni,529,Gianfanco,Ferroni,,,,,,Italia,,,artista,,1,,,,
Gesner Armand,530,Gesner,Armand,,,,,,Haití,,,artista,,1,,,,
Gertrud Goldschmidt,531,Gertrud,Goldschmidt,Gego,,,,,Venezuela,,,artista,,1,,,,
Gerardo Chávez,532,Gerardo,Chávez,,,,,,Perú,,,artista,,1,,,,
Gerardo Ravassa,533,Gerardo,Ravassa,,,,,,Colombia,,,artista,,1,,,,
George Raab,534,George,Raab,,,,,,Canadá,,,artista,,1,,,,
Geny Dignac,535,Geny,Dignac,,,,,,Argentina,,,artista,,1,,,,
Gabriel Silva Rubio,536,Gabriel,Silva Rubio,,,1955,,M,Colombia,Colombia ,Bogotá,artista,,1,,,,
Gabor Peterdi,537,Gabor,Peterdi,,,,,,Estados Unidos,,,artista,,1,,,,
Frederic Amat,538,Frederic,Amat,,,,,,España,,,artista,,1,,,,
Fred Koot,539,Fred,Koot,,,,,,Canadá,,,artista,,1,,,,
Francisco Bellorin,540,Francisco,Bellorin,,,,,,Venezuela,,,artista,,1,,,,
Francisco Corzas,541,Francisco,Corzas,,,,,,México,,,artista,,1,,,,
Francisco De La Puente,542,Francisco,De La Puente,,,,,,Chile,,,artista,,1,,,,
Francisco Smythe,543,Francisco,Smythe,,,,,,Chile,,,artista,,1,,,,
Francisco Toledo,544,Francisco,Toledo,,,,,,México,,,artista,,1,,,,
Francisco Zúñiga,545,Francisco,Zuñiga,,,,,,México,,,artista,,1,,,,
Francesc Artigau,546,Francesc,Artigau,,,,,,España,,,artista,,1,,,,
Flor María Bouhot,547,Flor María,Bouhot,,,,,,Colombia,,,artista,,1,,,,
Flavio Garciandía,548,Flavio,Garciandía,,,1954,,M,Cuba,Cuba,La Habana,artista,,1,,,,
Fernando Arias,549,Fernando,Arias,,,,,,Colombia,,,artista,,1,,,,
Fernando Cepeda,550,Fernando,Cepeda,,,,,,Colombia,,,artista,,1,,,,
Fernando García Ponce,551,Fernando,García Ponce,,,,,,México,,,artista,,1,,,,
Fernando Grillon,552,Fernando,Grillon,,,,,,Paraguay,,,artista,,1,,,,
Fernando Ramos Prida,553,Fernando,Ramos Prida,,,,,,México,,,artista,,1,,,,
Fernando Tovar,554,Fernando,Tovar,,,,,,Colombia,,,artista,,1,,,,
Fernando Vilchis,555,Fernando,Vilchis,,,,,,México,,,artista,,1,,,,
Félix Beltrán,556,Félix,Beltrán,,,,,,Cuba,,,artista,,1,,,,
Feliciano Bejar,557,Feliciano,Bejar,,,,,,México,,,artista,,1,,,,
Federico Cantu,558,Federico,Cantu,,,,,,México,,,artista,,1,,,,
Federico Orozco,559,Federico,Orozco,,,,,,Colombia,,,artista,,1,,,,
Fanny Sanín,560,Fanny,Sanin,,,,,,Colombia,,,artista,,1,,,,
Fabiola Roncancio,561,Fabiola,Roncancio,,,,,,Colombia,,,artista,,1,,,,
Fabio Daza,562,Fabio,Daza,,,,,,Colombia,,,artista,,1,,,,
Fabio Serrano,563,Fabio,Serrano,,,,,,Colombia,,,artista,,1,,,,
Fabián Rendón,564,Fabián,Rendón,,,,,,Colombia,,,artista,,1,,,,
Ever Fonseca,565,Ever,Fonseca,,,,,,Cuba,,,artista,,1,,,,
Ernesto Barreda,566,Ernesto,Barreda,,,,,,Chile,,,artista,,1,,,,
Ernest Trova,567,Ernest,Trova,,,1927,,M,Estados Unidos,Estados Unidos ,Missouri,artista,,1,,,,
Broglia,568,Enrique,Broglia,,,,,,Uruguay,,,artista,,1,,,,
Enrique Buenaventura,569,Enrique,Buenaventura,,,,,,Colombia,,,artista,,1,,,,
Enrique Sánchez,570,Enrique,Sánchez,,,,,,Colombia,,,artista,,1,,,,
Enrique Tábara,571,Enrique,Tábara,,,,,,Ecuador,,,artista,,1,,,,
